zone,sample_id,nitrogen,phosphorus,potassium,ph,ec,moisture,temperature,status,imbalance_type,timestamp
B,S_B_446,65.05,22.56,58.99,7.16,432.24,39.19,26.2,Unstable,Nitrogen Imbalance (Low),1776877651
C,S_C_1018,27.74,5.87,88.6,4.61,-1535.62,-7.67,28.0,Unstable,Acidic Trend,1774818451
C,S_C_1077,80.12,17.82,26.85,4.3,-641.51,26.0,41.8,Unstable,Nitrogen Imbalance (Low),1774606051
C,S_C_462,0.86,5.06,23.41,4.85,94.31,45.68,20.1,Unstable,Acidic Trend,1776820051
B,S_B_593,54.22,29.93,56.2,5.89,306.37,29.72,26.7,Stable,Stable / Optimal,1776348451
D,S_D_198,90.34,10.3,-1.23,6.64,1016.22,137.61,22.9,Unstable,Potassium Imbalance (Low),1777770451
C,S_C_969,14.22,7.24,-6.21,3.67,1180.35,-9.23,23.4,Unstable,Acidic Trend,1774994851
C,S_C_968,17.92,-1.44,49.83,5.06,-78.74,68.47,38.4,Unstable,Acidic Trend,1774998451
C,S_C_1134,33.02,5.6,57.06,5.12,-270.59,81.62,21.0,Unstable,Acidic Trend,1774400851
E,S_E_460,62.26,31.44,49.58,5.37,1048.44,120.52,16.8,Unstable,Acidic Trend,1776827251
C,S_C_1050,1.36,4.98,35.53,3.99,754.51,37.82,29.9,Unstable,Nitrogen Imbalance (Low),1774703251
A,S_A_604,51.09,17.36,80.14,5.94,289.48,57.02,32.4,Unstable,Variable Stability,1776308851
C,S_C_657,5.31,15.02,21.97,4.98,467.36,36.06,38.4,Unstable,Nitrogen Imbalance (Low),1776118051
E,S_E_413,63.94,49.01,4.05,4.8,815.18,67.19,22.1,Stable,Acidic Trend,1776996451
A,S_A_127,46.26,28.83,50.28,5.39,292.95,61.72,28.4,Stable,Nitrogen Imbalance (Low),1778026051
D,S_D_277,139.66,5.09,93.74,3.56,725.73,26.29,37.4,Unstable,Acidic Trend,1777486051
C,S_C_536,-16.93,-4.51,58.92,3.77,-275.77,6.35,27.5,Unstable,Acidic Trend,1776553651
D,S_D_852,19.19,42.9,98.73,7.38,1546.31,61.02,18.6,Unstable,Nitrogen Imbalance (Low),1775416051
C,S_C_1132,-27.86,34.19,48.77,4.42,259.59,59.26,29.4,Unstable,Acidic Trend,1774408051
C,S_C_331,11.95,65.03,112.92,6.43,24.49,55.73,37.4,Unstable,High Salinity Trend,1777291651
A,S_A_828,74.16,9.45,74.44,6.28,134.57,30.77,29.1,Unstable,Phosphorus Imbalance (Low),1775502451
B,S_B_440,48.5,28.35,51.76,6.12,-46.44,69.23,25.1,Unstable,Potassium Imbalance (Low),1776899251
A,S_A_985,65.89,29.41,35.55,6.88,475.66,55.99,20.6,Stable,Potassium Imbalance (Low),1774937251
C,S_C_882,2.47,26.56,-14.16,4.25,727.25,38.72,16.6,Unstable,Variable Stability,1775308051
E,S_E_1163,19.84,38.25,12.8,6.58,364.3,96.44,32.3,Unstable,Phosphorus Imbalance (Low),1774296451
B,S_B_989,49.96,23.48,25.43,6.52,507.37,47.37,31.5,Unstable,Potassium Imbalance (Low),1774922851
E,S_E_724,66.66,25.65,26.31,6.23,494.76,88.89,19.1,Unstable,Potassium Imbalance (Low),1775876851
C,S_C_044,-2.79,7.35,24.43,3.76,-280.24,35.2,30.9,Stable,Variable Stability,1778324851
A,S_A_363,26.87,10.81,55.67,6.08,147.58,32.09,26.9,Unstable,Nitrogen Imbalance (Low),1777176451
B,S_B_1150,66.02,33.69,116.23,5.99,444.09,29.65,29.1,Unstable,Variable Stability,1774343251
A,S_A_346,44.67,35.77,88.05,6.17,940.68,55.8,21.4,Stable,Variable Stability,1777237651
A,S_A_815,29.89,18.63,51.5,6.32,1447.29,53.96,26.3,Unstable,Nitrogen Imbalance (Low),1775549251
E,S_E_008,72.84,17.8,120.33,7.94,1074.66,77.81,23.0,Unstable,Variable Stability,1778454451
C,S_C_806,17.15,-9.07,24.16,6.5,1073.98,21.98,11.5,Unstable,Nitrogen Imbalance (Low),1775581651
E,S_E_615,43.57,11.68,54.87,7.17,1699.06,51.55,26.1,Unstable,Phosphorus Imbalance (Low),1776269251
E,S_E_950,62.29,65.56,107.01,6.04,2355.39,107.67,33.8,Unstable,Acidic Trend,1775063251
C,S_C_926,23.77,7.79,95.67,3.5,640.36,67.23,34.0,Stable,Acidic Trend,1775149651
D,S_D_507,66.63,1.6,-6.48,6.41,-60.41,138.7,19.5,Unstable,Potassium Imbalance (Low),1776658051
B,S_B_917,50.93,36.41,67.5,5.3,434.66,51.51,26.9,Stable,High Salinity Trend,1775182051
B,S_B_635,58.45,18.29,61.54,5.98,737.85,38.81,32.2,Unstable,Nitrogen Imbalance (Low),1776197251
A,S_A_794,29.46,23.24,70.64,6.36,423.33,56.89,32.5,Unstable,Nitrogen Imbalance (Low),1775624851
E,S_E_1136,24.0,3.51,81.73,5.69,-588.7,46.54,26.9,Unstable,Nitrogen Imbalance (Low),1774393651
C,S_C_275,25.38,13.13,0.42,4.32,602.41,35.54,11.0,Stable,Acidic Trend,1777493251
A,S_A_095,29.78,27.45,37.72,5.9,545.34,39.34,21.4,Unstable,Nitrogen Imbalance (Low),1778141251
D,S_D_626,11.12,48.92,9.21,7.81,3005.58,107.01,28.2,Unstable,Potassium Imbalance (Low),1776229651
D,S_D_157,98.04,31.9,124.41,8.11,1327.09,68.08,17.8,Stable,Variable Stability,1777918051
C,S_C_492,72.23,15.11,0.07,3.98,880.43,10.25,31.1,Stable,Acidic Trend,1776712051
B,S_B_1172,34.93,37.07,82.31,5.89,618.75,30.96,27.8,Unstable,Stable / Optimal,1774264051
E,S_E_166,75.85,33.57,86.4,6.05,10.85,82.9,34.6,Stable,Variable Stability,1777885651
E,S_E_868,61.82,-0.5,62.61,5.99,639.13,42.98,7.2,Unstable,Potassium Imbalance (Low),1775358451
C,S_C_829,4.23,-0.7,160.07,4.56,232.83,23.22,24.6,Unstable,Acidic Trend,1775498851
E,S_E_543,42.97,31.51,31.79,7.25,1083.6,64.22,15.5,Unstable,Potassium Imbalance (Low),1776528451
C,S_C_454,53.76,14.68,1.45,3.78,-545.58,26.83,31.0,Unstable,Nitrogen Imbalance (Low),1776848851
C,S_C_513,-8.84,22.62,79.6,3.5,37.5,6.37,37.5,Unstable,Acidic Trend,1776636451
B,S_B_666,37.8,31.1,35.43,5.46,172.91,42.9,30.0,Stable,Acidic Trend,1776085651
D,S_D_1013,74.06,27.79,98.49,5.01,398.54,61.81,29.3,Unstable,Acidic Trend,1774836451
B,S_B_658,50.84,9.77,38.38,6.43,422.07,48.13,30.4,Stable,Stable / Optimal,1776114451
C,S_C_246,27.07,-12.1,29.8,5.54,-863.17,26.09,26.7,Unstable,Nitrogen Imbalance (Low),1777597651
B,S_B_1044,41.62,26.04,54.86,5.64,531.28,59.93,27.2,Stable,Stable / Optimal,1774724851
B,S_B_1137,40.17,31.7,41.04,5.47,559.15,50.22,25.0,Unstable,Acidic Trend,1774390051
A,S_A_951,60.51,20.74,66.01,5.78,430.72,41.27,27.8,Unstable,Potassium Imbalance (Low),1775059651
C,S_C_669,-10.42,28.57,-11.85,4.91,337.73,42.64,37.7,Stable,Acidic Trend,1776074851
A,S_A_1121,35.87,32.97,48.25,6.34,878.58,43.48,33.8,Unstable,Potassium Imbalance (Low),1774447651
C,S_C_198,38.37,27.25,-19.91,3.5,393.01,55.75,25.4,Unstable,Acidic Trend,1777770451
B,S_B_1005,42.3,20.48,51.53,6.79,812.4,69.8,27.2,Unstable,Nitrogen Imbalance (Low),1774865251
A,S_A_420,46.88,23.97,86.58,6.36,815.94,49.69,31.4,Unstable,Variable Stability,1776971251
A,S_A_923,70.5,16.24,76.25,7.07,1085.41,46.4,26.3,Stable,Acidic Trend,1775160451
B,S_B_055,37.99,21.68,74.23,7.32,524.2,46.71,28.7,Unstable,Variable Stability,1778285251
A,S_A_478,13.47,25.19,67.56,7.05,589.24,50.38,20.5,Stable,Nitrogen Imbalance (Low),1776762451
B,S_B_836,40.02,10.75,61.41,6.7,43.8,27.0,29.0,Stable,Phosphorus Imbalance (Low),1775473651
B,S_B_003,2.61,19.57,45.92,6.41,1082.86,59.09,28.5,Unstable,Nitrogen Imbalance (Low),1778472451
C,S_C_227,4.08,-1.5,-7.7,4.09,-592.75,49.92,20.4,Unstable,Acidic Trend,1777666051
E,S_E_974,7.45,29.25,24.29,8.5,632.81,104.07,15.7,Stable,Nitrogen Imbalance (Low),1774976851
B,S_B_771,47.13,19.05,32.8,6.33,103.45,40.9,31.7,Unstable,Potassium Imbalance (Low),1775707651
C,S_C_711,-37.85,25.66,-4.8,3.61,391.44,38.74,19.5,Unstable,Acidic Trend,1775923651
D,S_D_419,24.13,0.11,46.02,5.92,1532.42,34.27,24.7,Unstable,Nitrogen Imbalance (Low),1776974851
B,S_B_952,10.65,12.03,68.51,6.52,278.55,58.16,29.5,Unstable,Variable Stability,1775056051
D,S_D_088,106.45,39.52,156.53,3.86,1780.54,74.93,32.5,Unstable,Acidic Trend,1778166451
E,S_E_117,40.85,6.44,-28.15,4.78,-840.89,78.43,27.4,Stable,Acidic Trend,1778062051
B,S_B_798,-2.14,15.13,70.46,6.73,299.47,45.27,28.5,Unstable,High Salinity Trend,1775610451
D,S_D_434,81.99,46.34,89.68,5.72,1051.96,22.93,41.9,Unstable,Variable Stability,1776920851
E,S_E_1084,123.34,-5.73,70.77,8.28,816.87,76.02,31.5,Unstable,Phosphorus Imbalance (Low),1774580851
C,S_C_655,23.2,-16.2,49.13,6.48,293.47,26.97,28.3,Unstable,Potassium Imbalance (Low),1776125251
B,S_B_049,82.15,15.46,79.49,6.04,352.71,69.15,33.1,Unstable,Variable Stability,1778306851
B,S_B_993,34.16,18.44,72.91,6.41,594.3,80.16,26.3,Stable,Stable / Optimal,1774908451
C,S_C_313,10.37,-15.53,3.6,3.5,-152.07,17.73,36.7,Unstable,Acidic Trend,1777356451
A,S_A_993,59.47,32.55,40.99,6.27,384.93,48.57,29.5,Unstable,Variable Stability,1774908451
B,S_B_991,-8.04,30.11,77.99,6.4,725.26,65.43,24.3,Unstable,Variable Stability,1774915651
D,S_D_1071,103.83,-21.7,70.99,7.76,893.93,99.7,27.4,Unstable,Nitrogen Imbalance (Low),1774627651
D,S_D_163,15.04,37.44,80.35,6.91,2087.59,43.19,28.4,Unstable,Acidic Trend,1777896451
C,S_C_1198,7.9,2.56,57.87,4.33,375.44,26.84,11.3,Unstable,High Salinity Trend,1774170451
D,S_D_1112,39.45,50.86,98.77,6.91,917.69,32.28,24.9,Unstable,Variable Stability,1774480051
B,S_B_119,36.14,18.98,69.15,5.51,714.55,52.64,32.3,Stable,Stable / Optimal,1778054851
B,S_B_664,40.35,26.36,63.74,5.54,618.62,44.03,27.4,Stable,Stable / Optimal,1776092851
B,S_B_1144,41.22,19.41,62.48,6.47,810.69,60.62,15.0,Unstable,Nitrogen Imbalance (Low),1774364851
C,S_C_050,-23.89,9.67,-24.83,3.5,644.97,36.69,44.4,Unstable,Acidic Trend,1778303251
B,S_B_937,70.31,14.49,91.96,5.66,643.0,21.85,26.8,Unstable,Phosphorus Imbalance (Low),1775110051
A,S_A_1066,50.0,13.38,52.49,6.13,444.76,45.92,30.1,Unstable,Phosphorus Imbalance (Low),1774645651
E,S_E_1151,79.62,2.74,48.92,6.53,1534.44,27.14,27.0,Unstable,Phosphorus Imbalance (Low),1774339651
D,S_D_628,60.33,22.17,25.01,6.59,1258.16,53.39,28.2,Unstable,Potassium Imbalance (Low),1776222451
C,S_C_222,18.9,0.83,61.6,3.5,265.41,20.28,22.1,Unstable,Acidic Trend,1777684051
A,S_A_078,27.52,22.08,99.58,6.2,609.73,33.86,29.1,Unstable,Acidic Trend,1778202451
C,S_C_499,33.54,44.45,-1.3,5.06,-406.66,20.18,35.6,Unstable,Acidic Trend,1776686851
E,S_E_021,8.4,52.22,102.1,3.5,1184.76,70.08,36.4,Stable,Phosphorus Imbalance (Low),1778407651
B,S_B_115,48.44,22.12,75.8,6.65,780.14,57.53,21.8,Stable,Stable / Optimal,1778069251
E,S_E_432,87.56,29.0,-14.72,7.74,1445.17,63.32,25.0,Unstable,Potassium Imbalance (Low),1776928051
A,S_A_873,21.15,18.63,95.48,6.16,110.51,45.38,32.1,Stable,Acidic Trend,1775340451
D,S_D_251,60.36,43.97,109.43,5.91,-786.82,94.0,37.7,Unstable,Variable Stability,1777579651
E,S_E_1043,5.17,14.56,12.48,5.04,1825.65,51.6,27.4,Unstable,Phosphorus Imbalance (Low),1774728451
C,S_C_566,7.8,-6.8,131.44,6.42,-1078.44,20.66,18.5,Unstable,Variable Stability,1776445651
C,S_C_992,5.05,-17.01,53.66,5.05,307.77,38.43,18.1,Unstable,Acidic Trend,1774912051
C,S_C_161,45.08,8.01,77.05,5.57,669.67,26.48,35.0,Unstable,Variable Stability,1777903651
E,S_E_1077,-9.45,18.39,148.63,6.32,1483.09,81.71,35.0,Unstable,Nitrogen Imbalance (Low),1774606051
C,S_C_236,-27.41,43.35,101.01,3.63,995.33,15.51,21.7,Unstable,Acidic Trend,1777633651
C,S_C_1131,7.2,-3.04,-36.6,3.5,-1321.78,-4.4,22.8,Unstable,Variable Stability,1774411651
A,S_A_376,43.37,21.62,31.87,6.0,67.37,48.11,33.4,Stable,Potassium Imbalance (Low),1777129651
B,S_B_709,43.85,25.6,57.4,5.78,610.07,58.86,31.3,Stable,Stable / Optimal,1775930851
D,S_D_830,-22.51,9.74,92.91,6.92,1695.79,94.43,35.2,Stable,Variable Stability,1775495251
E,S_E_383,30.98,13.1,68.48,6.08,1651.1,22.21,24.0,Unstable,Phosphorus Imbalance (Low),1777104451
E,S_E_441,49.48,7.99,139.47,5.29,1402.59,77.67,37.4,Stable,Potassium Imbalance (Low),1776895651
D,S_D_428,46.15,37.77,30.88,5.53,553.63,62.24,34.4,Unstable,Nitrogen Imbalance (Low),1776942451
B,S_B_405,42.89,26.25,43.1,6.53,1198.66,59.22,29.5,Stable,Stable / Optimal,1777025251
A,S_A_1119,41.75,37.41,69.14,5.6,750.03,57.31,24.7,Unstable,Acidic Trend,1774454851
D,S_D_078,41.2,25.36,40.94,3.76,1096.39,75.6,29.3,Unstable,Potassium Imbalance (Low),1778202451
C,S_C_1091,24.65,23.26,72.98,4.97,1487.89,-16.6,12.1,Unstable,Acidic Trend,1774555651
E,S_E_1036,101.94,38.87,87.54,4.32,-534.04,106.07,16.4,Unstable,Acidic Trend,1774753651
C,S_C_559,-20.76,0.47,18.79,4.12,-93.96,33.46,32.3,Unstable,Variable Stability,1776470851
B,S_B_795,36.5,15.7,41.1,5.89,954.23,53.27,22.5,Stable,Stable / Optimal,1775621251
E,S_E_1146,-12.83,27.81,74.17,4.85,587.87,31.03,27.4,Unstable,Acidic Trend,1774357651
E,S_E_407,77.29,45.55,55.13,6.04,1478.82,73.34,23.8,Unstable,Nitrogen Imbalance (Low),1777018051
B,S_B_1177,37.5,22.11,44.77,6.58,219.79,51.74,29.3,Stable,Stable / Optimal,1774246051
B,S_B_143,46.6,38.73,58.95,5.66,109.02,34.73,28.4,Unstable,Potassium Imbalance (Low),1777968451
A,S_A_321,51.71,21.58,66.83,7.05,401.68,26.29,27.8,Stable,Stable / Optimal,1777327651
B,S_B_420,51.69,25.35,86.97,5.09,801.29,49.34,22.6,Unstable,Acidic Trend,1776971251
D,S_D_114,22.99,-12.25,101.47,6.95,1236.23,91.0,10.5,Unstable,Variable Stability,1778072851
B,S_B_861,65.36,29.79,68.43,6.24,525.04,67.89,25.8,Unstable,Variable Stability,1775383651
B,S_B_1020,52.67,24.05,58.32,6.37,61.95,31.98,30.9,Stable,Stable / Optimal,1774811251
B,S_B_474,27.28,23.1,53.01,6.63,270.82,46.58,21.7,Unstable,Variable Stability,1776776851
A,S_A_261,38.14,35.24,40.04,7.96,615.83,76.66,31.8,Unstable,Variable Stability,1777543651
E,S_E_492,40.46,27.61,46.75,5.43,118.87,85.22,20.9,Unstable,Acidic Trend,1776712051
B,S_B_840,39.03,30.96,20.05,5.48,659.31,44.69,27.7,Stable,Variable Stability,1775459251
D,S_D_1186,15.06,-2.51,93.68,7.77,-265.53,112.46,14.1,Unstable,Nitrogen Imbalance (Low),1774213651
A,S_A_902,55.45,16.13,72.93,7.06,49.45,44.46,28.3,Unstable,Variable Stability,1775236051
D,S_D_145,44.28,44.09,64.71,6.5,1042.04,55.61,17.7,Unstable,Variable Stability,1777961251
B,S_B_827,61.79,32.28,44.53,6.48,465.28,39.84,20.5,Unstable,Potassium Imbalance (Low),1775506051
D,S_D_635,24.12,52.96,75.9,5.32,330.7,76.41,25.4,Unstable,Variable Stability,1776197251
B,S_B_718,43.49,19.17,33.48,6.94,587.09,38.01,21.7,Unstable,Potassium Imbalance (Low),1775898451
B,S_B_629,49.08,14.81,91.72,6.62,400.34,45.3,28.3,Unstable,Stable / Optimal,1776218851
B,S_B_374,40.25,25.5,39.48,7.6,94.55,49.34,26.9,Unstable,Potassium Imbalance (Low),1777136851
D,S_D_816,74.18,31.09,10.19,6.99,934.77,58.3,21.8,Unstable,Potassium Imbalance (Low),1775545651
D,S_D_1150,32.49,-21.97,86.65,6.82,1903.62,65.33,42.2,Unstable,Phosphorus Imbalance (Low),1774343251
E,S_E_461,25.9,26.68,103.89,8.47,1057.56,70.63,11.6,Unstable,Nitrogen Imbalance (Low),1776823651
D,S_D_1055,52.13,43.08,148.99,5.62,1688.14,64.0,25.4,Unstable,High Salinity Trend,1774685251
D,S_D_609,154.4,52.12,129.16,5.09,846.71,117.54,17.8,Unstable,Acidic Trend,1776290851
D,S_D_1028,59.16,35.54,37.1,6.5,846.6,30.74,29.5,Unstable,High Salinity Trend,1774782451
A,S_A_225,47.25,39.97,36.64,6.5,685.06,63.21,24.1,Stable,Potassium Imbalance (Low),1777673251
A,S_A_724,43.52,30.75,67.17,6.2,587.63,66.02,29.8,Unstable,Variable Stability,1775876851
E,S_E_579,67.03,21.35,90.87,5.35,-427.25,102.09,23.6,Unstable,Acidic Trend,1776398851
A,S_A_1142,55.14,23.89,98.4,6.52,322.18,41.17,34.1,Unstable,Variable Stability,1774372051
C,S_C_363,52.53,6.5,70.88,4.22,1043.7,45.76,19.1,Stable,Acidic Trend,1777176451
A,S_A_847,51.71,18.66,32.36,6.01,139.95,34.29,23.8,Unstable,Potassium Imbalance (Low),1775434051
D,S_D_690,14.57,8.38,120.69,6.12,546.08,77.76,51.6,Stable,Nitrogen Imbalance (Low),1775999251
E,S_E_243,55.24,40.5,109.93,6.16,1301.82,71.27,22.1,Unstable,Variable Stability,1777608451
C,S_C_152,14.24,31.0,-37.89,3.85,-495.7,65.8,15.3,Unstable,Acidic Trend,1777936051
C,S_C_529,61.48,14.37,32.74,4.63,1018.2,20.87,19.6,Unstable,Nitrogen Imbalance (Low),1776578851
A,S_A_118,39.95,22.04,54.09,6.5,356.23,39.32,31.1,Stable,Stable / Optimal,1778058451
A,S_A_646,22.17,17.95,48.45,6.15,838.04,53.23,27.4,Stable,Nitrogen Imbalance (Low),1776157651
A,S_A_004,29.0,28.22,70.74,7.72,892.93,41.54,22.3,Unstable,Acidic Trend,1778468851
D,S_D_571,-18.62,3.66,70.34,6.98,730.23,86.15,21.6,Unstable,Nitrogen Imbalance (Low),1776427651
A,S_A_468,39.4,12.26,98.28,6.66,422.65,56.17,16.1,Stable,Acidic Trend,1776798451
A,S_A_006,53.67,28.02,92.74,5.14,635.22,46.95,25.7,Unstable,Acidic Trend,1778461651
A,S_A_920,64.75,22.42,34.34,6.87,397.54,44.85,27.2,Unstable,Potassium Imbalance (Low),1775171251
C,S_C_196,-16.22,6.46,-6.06,3.5,224.99,29.01,42.2,Unstable,Acidic Trend,1777777651
D,S_D_725,52.31,35.72,41.49,5.65,-366.27,58.59,16.0,Unstable,Variable Stability,1775873251
A,S_A_1064,54.09,23.87,58.61,6.89,523.72,60.51,30.0,Unstable,Nitrogen Imbalance (Low),1774652851
C,S_C_191,60.95,19.39,89.6,3.82,-142.33,77.41,30.3,Stable,Acidic Trend,1777795651
A,S_A_243,38.08,13.76,39.09,6.03,440.02,36.85,31.0,Unstable,Phosphorus Imbalance (Low),1777608451
E,S_E_414,56.28,15.06,85.12,7.75,568.2,52.28,0.1,Stable,Variable Stability,1776992851
A,S_A_1161,46.23,12.55,15.71,6.55,356.23,47.2,24.8,Stable,Stable / Optimal,1774303651
C,S_C_471,13.4,25.9,-34.95,4.86,-171.41,-22.95,32.1,Unstable,Acidic Trend,1776787651
D,S_D_136,45.77,12.35,94.67,6.06,1678.7,95.29,41.7,Unstable,Phosphorus Imbalance (Low),1777993651
B,S_B_1198,41.18,23.61,92.7,5.31,128.4,55.93,27.2,Unstable,Acidic Trend,1774170451
C,S_C_1118,17.12,9.1,78.23,5.87,408.61,14.96,37.9,Unstable,Stable / Optimal,1774458451
C,S_C_1022,25.5,29.07,43.55,4.57,-359.4,19.11,16.1,Unstable,Acidic Trend,1774804051
C,S_C_164,-24.02,-0.67,-17.0,3.5,1224.65,-14.89,36.5,Unstable,Acidic Trend,1777892851
B,S_B_406,13.69,28.23,49.95,5.64,402.75,53.46,30.5,Unstable,Variable Stability,1777021651
E,S_E_986,54.45,37.18,51.19,7.21,1169.79,47.75,28.9,Unstable,Variable Stability,1774933651
B,S_B_1125,34.15,25.06,96.73,7.0,477.78,45.7,30.5,Unstable,Variable Stability,1774433251
C,S_C_310,38.86,-4.26,51.8,3.5,274.74,-18.29,19.9,Unstable,Acidic Trend,1777367251
E,S_E_466,44.7,0.83,-18.22,4.06,1000.54,62.44,37.5,Stable,Acidic Trend,1776805651
B,S_B_113,38.28,27.63,81.1,6.16,450.83,45.53,20.9,Unstable,Variable Stability,1778076451
C,S_C_1049,19.63,14.66,34.52,5.8,694.63,59.44,26.4,Unstable,Nitrogen Imbalance (Low),1774706851
D,S_D_213,36.34,32.63,12.05,6.13,-238.91,52.3,17.6,Unstable,Potassium Imbalance (Low),1777716451
E,S_E_781,36.71,48.6,25.39,3.5,1156.72,44.58,34.1,Unstable,Acidic Trend,1775671651
B,S_B_1163,62.29,21.68,57.88,6.48,665.64,34.73,27.6,Unstable,Variable Stability,1774296451
B,S_B_776,55.16,20.61,43.2,5.29,385.53,42.03,26.9,Unstable,Variable Stability,1775689651
C,S_C_1115,26.73,10.5,120.74,4.16,-89.39,56.23,36.7,Unstable,Acidic Trend,1774469251
B,S_B_562,46.01,8.41,59.0,5.99,673.22,46.02,31.7,Unstable,Phosphorus Imbalance (Low),1776460051
C,S_C_340,-18.42,2.48,-72.04,4.3,535.47,45.74,46.3,Stable,High Salinity Trend,1777259251
E,S_E_788,67.28,43.43,67.32,3.5,579.41,105.46,22.7,Unstable,Acidic Trend,1775646451
C,S_C_073,-15.28,29.0,64.44,4.15,61.55,60.43,34.9,Unstable,Acidic Trend,1778220451
D,S_D_408,27.63,39.75,58.7,5.2,94.13,85.83,13.3,Stable,Acidic Trend,1777014451
D,S_D_1119,50.96,22.33,37.2,5.99,813.68,60.05,17.1,Unstable,Potassium Imbalance (Low),1774454851
B,S_B_294,51.42,29.47,30.62,6.0,467.92,47.3,32.7,Unstable,Nitrogen Imbalance (Low),1777424851
D,S_D_607,49.58,62.38,139.35,8.17,938.62,113.69,31.0,Unstable,Variable Stability,1776298051
B,S_B_959,45.99,30.67,74.09,5.66,527.94,36.72,32.8,Unstable,High Salinity Trend,1775030851
A,S_A_1170,38.25,16.34,60.34,7.45,438.66,62.89,19.5,Unstable,Nitrogen Imbalance (Low),1774271251
E,S_E_616,60.97,13.86,80.45,7.44,1544.78,79.26,33.7,Unstable,Nitrogen Imbalance (Low),1776265651
A,S_A_233,63.77,18.38,50.02,6.0,563.19,41.4,31.1,Unstable,Nitrogen Imbalance (Low),1777644451
A,S_A_067,50.02,17.64,49.49,7.22,589.52,53.08,19.0,Stable,Stable / Optimal,1778242051
B,S_B_404,57.78,26.55,53.02,6.29,1067.9,35.11,30.7,Stable,Stable / Optimal,1777028851
C,S_C_884,92.11,-12.27,-18.28,4.81,1302.58,47.67,26.1,Stable,Stable / Optimal,1775300851
C,S_C_1197,6.01,12.02,13.53,4.33,-490.3,17.75,20.6,Stable,Acidic Trend,1774174051
D,S_D_1033,35.36,30.0,5.0,5.13,1348.51,77.62,40.8,Stable,Acidic Trend,1774764451
A,S_A_126,29.21,22.92,64.71,4.99,65.28,26.05,21.6,Unstable,Acidic Trend,1778029651
B,S_B_097,44.14,32.22,62.73,5.32,839.09,42.27,30.8,Unstable,Acidic Trend,1778134051
B,S_B_777,64.46,11.53,32.77,6.48,844.62,32.44,27.0,Unstable,Nitrogen Imbalance (Low),1775686051
E,S_E_617,11.71,29.47,31.2,5.83,1343.76,46.28,29.9,Stable,Stable / Optimal,1776262051
E,S_E_574,39.44,16.91,30.21,7.61,-117.16,106.5,39.2,Stable,Phosphorus Imbalance (Low),1776416851
B,S_B_876,24.81,13.83,38.98,6.11,798.17,53.64,32.3,Unstable,Acidic Trend,1775329651
D,S_D_981,15.95,10.95,75.88,6.14,703.76,82.04,31.9,Unstable,Nitrogen Imbalance (Low),1774951651
C,S_C_687,22.11,-17.6,10.02,5.06,620.89,24.91,34.8,Unstable,Acidic Trend,1776010051
E,S_E_397,31.95,17.6,72.68,4.94,1371.9,21.72,13.8,Unstable,Variable Stability,1777054051
C,S_C_946,17.76,11.72,81.06,4.75,343.37,39.92,24.6,Unstable,Acidic Trend,1775077651
E,S_E_1019,4.88,29.14,47.11,5.34,1369.82,46.75,21.3,Unstable,Acidic Trend,1774814851
C,S_C_398,-20.29,0.63,3.63,3.5,-1075.74,77.21,34.8,Unstable,Acidic Trend,1777050451
A,S_A_919,81.95,32.21,38.08,6.45,744.46,50.08,29.1,Unstable,Potassium Imbalance (Low),1775174851
B,S_B_447,69.67,32.9,73.41,5.85,385.02,70.95,26.7,Unstable,Variable Stability,1776874051
E,S_E_323,46.97,-8.75,109.71,6.5,1836.37,33.46,36.3,Unstable,Phosphorus Imbalance (Low),1777320451
E,S_E_327,65.09,4.24,62.8,3.5,1226.74,53.7,32.7,Stable,Acidic Trend,1777306051
E,S_E_179,3.06,14.39,86.73,7.4,825.92,69.1,25.3,Unstable,Nitrogen Imbalance (Low),1777838851
D,S_D_1022,24.94,45.67,73.79,7.88,1459.01,27.33,28.0,Unstable,Nitrogen Imbalance (Low),1774804051
A,S_A_365,36.48,23.13,100.56,6.69,274.18,46.91,26.9,Unstable,Variable Stability,1777169251
C,S_C_888,23.6,25.34,-17.44,4.92,-926.44,53.32,30.9,Unstable,Stable / Optimal,1775286451
B,S_B_926,58.78,23.01,71.55,6.86,428.13,53.99,26.7,Unstable,Phosphorus Imbalance (Low),1775149651
D,S_D_524,17.08,42.88,74.2,8.06,-212.62,0.07,34.6,Unstable,Nitrogen Imbalance (Low),1776596851
D,S_D_970,15.35,51.62,124.41,7.4,992.75,77.04,14.8,Unstable,Nitrogen Imbalance (Low),1774991251
A,S_A_526,63.92,17.42,85.81,5.96,535.25,65.46,31.7,Stable,High Salinity Trend,1776589651
E,S_E_022,37.93,3.78,145.51,5.92,798.33,51.75,30.3,Unstable,Phosphorus Imbalance (Low),1778404051
A,S_A_056,39.53,18.09,68.56,6.07,610.81,54.22,30.9,Stable,Stable / Optimal,1778281651
A,S_A_639,47.71,20.6,67.48,6.26,477.8,64.02,27.8,Stable,Stable / Optimal,1776182851
A,S_A_303,57.3,21.16,40.98,6.62,730.29,52.61,25.3,Unstable,Variable Stability,1777392451
C,S_C_367,26.07,45.64,90.38,3.5,-241.44,26.47,21.4,Unstable,Acidic Trend,1777162051
B,S_B_077,40.43,28.81,29.67,6.87,1105.45,50.06,30.3,Unstable,Potassium Imbalance (Low),1778206051
